label,coord_0,coord_1,coord_2,coord_3,coord_4,coord_5,coord_6,coord_7,coord_8,coord_9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,coord_16,coord_17,coord_18,coord_19,coord_20,coord_21,coord_22,coord_23,coord_24,coord_25,coord_26,coord_27,coord_28,coord_29,coord_30,coord_31,coord_32,coord_33,coord_34,coord_35,coord_36,coord_37,coord_38,coord_39,coord_40,coord_41,coord_42,coord_43,coord_44,coord_45,coord_46,coord_47,coord_48,coord_49,coord_50,coord_51,coord_52,coord_53,coord_54,coord_55,coord_56,coord_57,coord_58,coord_59,coord_60,coord_61,coord_62
A,0.12252274200279682,0.18268911106388747,-0.02957043980734855,0.07868990077354661,0.19416363481520046,0.021142444524378315,0.13925679269640387,0.09350178758207248,0.0064816793878959,0.16844984721207493,0.1592424237676217,0.012233525776817357,0.10891232171375223,0.22417173186781728,-0.01678435046445277,0.08210890463551669,0.14907558975695615,0.019510902542447184,0.1693771560184638,0.21507172138400726,-0.022126699480120565,0.11444760397603203,0.18621858195194374,0.02712480057141646,0.07508607827164572,0.20548597046817665,0.007232720500952683,0.11422560708719574,0.17714258149869844,0.030760731329319384,0.07611259457717787,0.323906782341727,-0.05239490208179489,0.09315156240899164,0.20106608012786675,-0.00598014700931735,0.11393332910901176,0.10736307526018712,-0.004393437756750239,0.011478239197345039,0.27068512649998977,-0.010365404365472949,-0.002415763683515395,0.12892267662975815,0.018308042354041484,0.07846064573114506,0.199847975674897,0.010265348662267122,0.05129999497023962,0.12138939361666902,-0.014041061877547048,0.10915912369780834,0.1257485344924353,-0.029270298962642372,0.06052120176523098,0.21506416723705396,0.0001022691328492178,0.024693072265732488,0.20861591415876224,-0.00841290645530718,0.16642814811554232,0.19252286867506616,-0.003225714233320183
A,0.0937934105790414,0.16091201505580352,0.005939693464663721,0.19931915206744405,0.17861407770980092,-0.013600494431569816,0.11337396458481203,0.21084401772035571,-0.014287028360527356,0.15019300975903335,0.1843028757124258,-0.023826069944052973,0.10940877638436823,0.10297319504214694,0.01574169207484904,0.027233350815196008,0.18701450237326717,0.019267522584886437,0.10692992476626913,0.16332601751358455,0.03793585965307895,0.09810374817699392,0.2086048982446093,-0.017790288592510466,0.20684589992495553,0.15248675410002777,0.006823039496332878,0.09591576774754426,0.2940403852315975,0.0002600378375581404,0.14414804865982697,0.15554419871842903,0.05440338333179238,0.11077775847003797,0.16675377306139058,-0.021417849961222247,0.05121554642388711,0.23620660516196648,0.01428000988184184,0.1666058932172219,0.13700020592516482,-0.0169358743613681,0.10729970714062141,0.20244269768886605,0.017127975886469447,0.14383347223475645,0.24044236213988163,0.00346361851702364,0.0622369748548398,0.10194868954791596,0.0030745021189105583,0.17130388991572496,0.18637228697000277,0.007155747206965666,0.04112313738775065,0.23465516457592672,0.02107604104069806,0.1017894673308717,0.22033464279056306,0.010300705344173195,0.21979850030874312,0.14845341818221688,0.07705462981309442
A,0.17098764947491102,0.23147223469012168,-0.030387399319080268,0.14709360055170492,0.22761681497892314,-0.014153389312375616,0.1565764767375847,0.18291266368829587,-0.01853860943156166,0.1313790554440539,0.24237185766488484,-0.020487752826685798,0.07918517474011952,0.20674028747660358,0.03264822607863271,0.10934563346545073,0.08994198093317997,0.002614811545721827,0.09018420505444372,0.1806054727148826,0.02326327504309919,0.0883637308833913,0.1472805037406216,0.009242069485265415,0.07971301652001422,0.23061732919663533,0.0013960416998003782,0.09638743503208093,0.16264430998338994,0.013242613490420933,0.2474532646565825,0.1695068679501181,0.04266066749312533,-0.03240501562003745,0.2222136620483112,0.011766344129691532,0.13993284687342633,0.2308337693120942,-0.0041624450071455045,0.009504187747340766,0.12819788450832695,0.016992041940420494,0.08354371642982929,0.1694167463027395,0.017991997508665016,0.1605935202659005,0.1925099768187314,0.012592576838472244,0.08663410073633171,0.15612991756737504,0.014945872102465237,0.05832016641220399,0.2878546801347719,0.00234654766617564,0.08978811245277007,0.2084176577713312,0.010941947623400759,0.12993603439805593,0.13260217821870335,0.021975537039743802,0.07998999539390377,0.2621632900727516,0.026109576143086583
A,0.09527701930323519,0.1651795113671362,-0.01654461887104646,0.14448457884957167,0.2145854861774019,-0.002175202969137152,0.09252089661230603,0.23444945254800348,-0.008024409437716725,0.12069016726063045,0.17206562037543718,0.0019535219709766343,0.07803265160450645,0.1593791837068573,0.009959965824908995,0.13387267040553674,0.23136977709629977,0.04306364915023113,0.1144109000140847,0.2296947412898497,0.003666840114767035,0.10288502450267982,0.15848687552434051,-0.01679443684361552,0.1926315108753926,0.13397017023288774,-0.010515100433615221,0.03451647769394095,0.21461037259740598,0.006835119515543189,0.07681398614493112,0.1466042596888548,-0.011538073113248061,0.13993725024803624,0.13946519471130236,-0.026404664140412842,0.1762123100152339,0.18766659135180394,-0.009383513042094097,0.0969433002707902,0.2164050898977159,-0.0022907969050523576,0.15617360170268324,0.1836568251040129,-0.011987500459075458,0.09949253535201794,0.27470742272277243,-0.009001309429584874,0.0675942800726584,0.2215305725724491,-0.00284758970042587,0.1061961405439243,0.20229185018300364,0.014232297561777796,0.04364907258763703,0.16836690619015313,0.025553536437970183,0.1554022669104794,0.13490380103697852,0.03102303951045046,0.09496062361075025,0.22266028688165704,0.001350369628202179
A,0.18904288608424766,0.2026448608099798,-0.0022465609938165966,0.18334765013149576,0.10891122899887468,0.015150154200946103,0.07694176962383578,0.18402763321146698,-0.005501033943032881,0.10254012425300607,0.10447270373078629,0.027337485348890495,0.16516815174928307,0.22850290665037437,0.011531139261115328,0.17465658096748818,0.2799075284739472,0.022391498228691537,0.04919547514137945,0.1338952018716237,-0.03212892640515145,0.13837184571726646,0.15917963922747924,-0.028445074191953485,0.13998976665762886,0.12540836383326454,0.03374283270145129,0.029695820817833302,0.1967065923100091,0.02959888277780052,0.04238444051966361,0.23053143199849666,0.030462481545393147,0.008816591985688139,0.1299687745966937,-0.003806773561672164,0.06901729321007698,0.1975463311566055,0.01852355095063283,0.17406544559920076,0.14551576760499516,0.011259384733811417,0.16210500122236488,0.1506138507115889,-0.011847878484777384,0.08642492362739244,0.19561891456116864,-0.016619002328220757,0.18683991379416137,0.14723312169004857,-0.004778960937328195,0.01284365384842347,0.16078210812127425,0.015107824516515121,0.024849221784729883,0.12055500047458657,0.0019866461085845176,0.11225035752260484,0.26484815102339204,0.010867203847598702,0.10595079726804843,0.21317515097044965,-0.015265183130850337
A,-0.01040583125157403,0.19143776793850992,-0.007030269680826174,0.018991245689632907,0.22337647694335605,0.006538547475283253,0.09802223675689181,0.23514540529223527,-0.0442227061801577,0.11769841624824542,0.18521804454194832,-0.02957172491559683,0.07765924960891815,0.21109941752353328,-0.008305758278016025,0.14458526026099439,0.23762999538648397,0.003637325101169903,0.02188840861255873,0.24920188509218552,-0.016996887389295837,0.11330272639851909,0.19559936564688332,0.0014313247443878494,0.029896041076574835,0.22645972961868796,0.0066732421057389656,0.08815899349505003,0.1692058237167817,-0.005397498705867425,0.08279465925017455,0.1667338235948531,0.007546009860897044,0.07211910406870942,0.15992878412546646,0.017392118402113205,0.10788497996460775,0.2279913051833889,0.037535916251161316,0.13483885647865057,0.15405768189275854,-0.035574404978085575,0.10107629275362623,0.22757605597190184,-0.0011116934182091014,0.1473839781296535,0.28126025898630447,0.04891503959233653,0.046099080906623645,0.2457441310636825,0.01451533247797384,0.13611039353049842,0.1881765038771906,-0.015809489108906238,0.18150779817561494,0.29770118603769796,0.026908400923099554,0.008281507526423482,0.16937191782029873,-0.019792096405171617,0.0576394988244832,0.0992082714868812,0.02188383036941897
A,0.00852301663265206,0.2488994341574721,-0.028150233894356426,0.16092118222121318,0.1643440485629419,0.035045408868472454,0.11081317293399975,0.17010480646279968,0.014433441280864703,0.05607491107828441,0.31817758483689756,0.009787491224558362,0.02495222505915272,0.2172208903041722,-0.0048065079631627,0.00976075025571958,0.21491566395971715,0.008885266229720796,0.13393920588171415,0.2219803417117848,-0.021621266551997947,0.11598461049830547,0.22176626319776044,-0.006190928786279806,0.04202461545778967,0.16775970787609684,0.01848054038413802,0.031548018667959414,0.16086243924560742,0.020980184516737787,0.06912389122463841,0.1444878270107092,-0.031132583470478075,0.19557127529138246,0.17275374943927443,0.03509588363968729,0.04538184427414533,0.20675788880911256,0.004220349344052368,0.022908590106686846,0.1534593291299628,0.007982722287041418,0.08696015274720582,0.22738754902492528,0.002284552973240793,0.08936985674185403,0.17997889488468014,-0.0011389124744213492,-0.028688296769237395,0.24099628157600192,-0.02696370844211426,0.1121505385545637,0.07086881834290824,-0.0036796667270535825,0.08882195215087398,0.26152697670335656,-0.01079519360618723,0.11924422373262467,0.2662211647268351,-0.01956745555230064,0.20061285986155672,0.06227881629483572,0.020583112746512873
A,0.11867950140962207,0.22317722646204355,0.01241344195101356,0.11635550673435886,0.18253491901054167,0.0076039570201192645,0.16134626410295216,0.16827791994956012,0.021615614511092437,0.19995216531410692,0.24419909555501831,-0.0014033142291729405,0.1174992845805867,0.17981047307076303,0.004153753743262223,0.013387865177325207,0.1805655192158619,-0.02162113080816525,0.057084208729873,0.3272131238363067,0.013630013947452488,0.06932543863782528,0.19579212780368244,0.018765676119519955,0.09098365794619422,0.25938608185310347,-0.00924550577410085,0.11719302647480984,0.15865773627433283,0.004442675432674257,0.054137836909057185,0.22336569798662234,-0.01789214604439008,0.10560090534062673,0.279745410616292,0.02893955768707466,0.06616194891256537,0.18928853789998434,-0.02971120746073944,0.07476511516778778,0.30841504381231516,0.0016456797855084837,0.05097655265889591,0.22504182777076634,0.028186948803711597,0.09981630016683979,0.16461988999649346,-0.008910050428015437,0.06148345926153734,0.26321182986739033,-0.010457200543065367,0.04280260100921622,0.2429920303041264,-0.02688901022068554,0.13430905090070802,0.21100768277581847,-0.015355951302082569,0.05183635781066723,0.1261730586562076,0.031010009856281537,0.21165202242709372,0.18332958917828826,-0.004279776884510179
A,0.08773802566701391,0.14509601179151985,0.01363782979252623,0.1706751211230509,0.28905382377302236,-0.007185841815741191,0.05567699553573126,0.3119679552664342,0.01640964362394728,0.12926596793134848,0.19069405926756378,0.023385911808913456,0.13596579023140334,0.19358911975499365,-0.003342361606337087,0.1275568369290739,0.2384234488664124,-0.016338713419744723,0.12183189837284894,0.20885606325280404,0.0005748964586963498,0.24833404424769068,0.23674919499403962,0.0009287309631229762,0.04091587796783582,0.31543529825886196,0.012909683622821508,0.11671524671601832,0.18499707392623754,0.00438300655327878,0.0738306473529769,0.1916342033683468,-0.001905910647739042,0.07780657455739405,0.14319196879360443,0.003732182463127162,0.05920197134366355,0.1673352978608702,0.02147263499719544,0.1389205205671564,0.2010030448392477,-0.014002416298783465,0.1949261449779896,0.25926415508021394,-0.011178436945431768,0.07900692281381662,0.20542991563287824,-0.001315005221459756,0.0472782308109246,0.24881253897075672,-0.02896027800832488,0.07959465868691858,0.20797914419742905,-0.010041084487052224,0.05196419144333718,0.27358679261839125,0.004876014275423977,0.12036501827304098,0.3007405333202632,0.017449146565602893,0.12315017460173822,0.1714730440783963,0.03693273992095332
A,0.0640430074952058,0.16176110142044323,0.0005377167798906156,0.02789139761271411,0.24921232427705498,-0.004943547650411938,0.0517649115459818,0.17795970226988453,-0.005622005857719098,0.13367442971921556,0.1412781021194378,-0.011423579795655937,0.12361862809325777,0.23439232947725952,0.01849267365825538,0.089130804505587,0.15300868157214448,0.013964466272271799,0.12547247753414983,0.25993604184999086,0.01270343603363939,0.05841408309686451,0.1566640968036691,0.026347881312686516,0.17614022229751097,0.21919604579176633,-0.013783756361791357,0.13061171714367656,0.10948117912197641,-0.013028360072288967,0.14618707489831995,0.17097773787365977,0.008483318928038329,0.12759297707959522,0.06733203358978058,-0.00048709184521965684,0.16568306812992648,0.1553557222277281,0.008726473393480642,0.1292484335749742,0.24042135934158013,0.012270359454608333,0.10192957669689764,0.23414247718407472,-0.03337168147755179,0.14012060044548277,0.23421679688330307,-0.00966372924598748,0.19793736177242222,0.12713587958349254,-0.029287497604196404,0.11431509485627295,0.2185563982451441,0.033678553829157375,0.1262725026220468,0.2213934897140975,-0.0007701693900141442,0.09206066928682227,0.15975496429010633,0.013046457568268393,0.14047801763278867,0.30470072208287546,0.027601827082949032
